"reference_id","country","product_code","product_name","subscription_start_date","subscription_deactivation_date","order_date_kyiv","return_date_kyiv","last_rebill_date_kyiv","subscription_duration_months","total_amount","discount_amount","number_of_rebills","original_amount","returned_amount","total_rebill_amount","has_chargeback","has_refund","sales_agent_name","source","campaign_name"
"GYB220127-2971-96120","US","aq-gyb-support-24-month-plan-hi"," Support 24-month Plan","2022-01-27",NULL,"2022-01-27 23:55:00",NULL,NULL,24,"576.00","0.00",0,"576.00","0","0","false","false","Rodger","Call","AQ_5"
"GYB220127-6407-35172","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-01-28 02:09:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","Jayce","Call","AQ_9"
"GYB220128-4242-81115","CA","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-01-28","2022-03-10","2022-01-28 04:29:00","2022-03-10 04:41:00",NULL,12,"388.54","43.17",0,"431.71","358.83","0","true","false","Jackie","Call","AQ_1"
"GYB220128-4977-22128","AU","aq-gyb-support-multiple-monthly"," Support Multiple Device Monthly Subscription","2022-01-28","2023-08-26","2022-01-28 07:03:00",NULL,"2023-07-26 12:41:00",1,"99.18","0.00",17,"99.18","0","409.04","false","false","Rodger","Call","AQ_7"
"GYB220128-5179-60121","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-01-28","2022-02-28","2022-01-28 16:55:00",NULL,NULL,1,"49.50","49.50",0,"99.00","0","0","false","false","Esmee","Call","AQ_9"
"GYB220128-4977-22147","GB","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-01-28",NULL,"2022-01-28 17:17:00",NULL,NULL,36,"683.62","0.00",0,"683.62","0","0","false","false","Megan","Chat","AQ_9"
"GYB220128-4242-75153","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-01-28","2022-02-28","2022-01-28 19:38:00",NULL,NULL,1,"79.20","19.80",0,"99.00","0","0","false","false","Esmee","Call","AQ_9"
"GYB220128-1532-84116","CA","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-01-28","2022-04-30","2022-01-28 23:02:00",NULL,"2022-04-28 21:04:00",1,"99.48","0.00",3,"99.48","0","61.61","false","false","Esmee","Call","AQ_1"
"GYB220128-8017-69132","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-01-28",NULL,"2022-01-28 23:29:00",NULL,NULL,36,"581.40","102.60",0,"684.00","0","0","false","false","Jackie","Call","AQ.Upgrade"
"GYB220128-9233-66122","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-01-28","2022-03-07","2022-01-29 01:47:00",NULL,NULL,1,"99.00","0.00",0,"99.00","0","0","false","false","Rinna","Chat","AQ_9"
"GYB220129-3398-77128","CA","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-01-29 03:58:00",NULL,NULL,0,"74.42","74.42",0,"148.84","0","0","false","false","Jackie","Call","AQ_1"
"GYB220129-6501-56125","US","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-01-29","2023-01-29","2022-01-29 11:13:00",NULL,NULL,12,"432.00","0.00",0,"432.00","0","0","false","false","Olivia","Chat","AQ_9"
"GYB220129-5179-98137","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-01-29",NULL,"2022-01-29 17:57:00",NULL,NULL,36,"684.00","0.00",0,"684.00","0","0","false","false","Biby","Chat","AQ_9"
"GYB220129-8017-89112","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-01-29","2022-02-28","2022-01-29 20:07:00",NULL,NULL,1,"99.00","0.00",0,"99.00","0","0","false","false","Esmee","Call","AQ_25"
"GYB220129-4242-71142","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-01-29","2022-01-29","2022-01-29 20:59:00",NULL,NULL,1,"99.00","0.00",0,"99.00","0","0","false","false","Nick","Call","AQ_9"
"GYB220129-1532-19108","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-01-29 23:02:00",NULL,NULL,0,"119.20","29.80",0,"149.00","0","0","false","false","Biby","Chat","AQ_9"
"GYB220129-3398-72196","US","aq-gyb-support-multiple-monthly"," Support Multiple Device Monthly Subscription","2022-01-29","2022-02-28","2022-01-30 00:05:00",NULL,NULL,1,"79.20","19.80",0,"99.00","0","0","false","false","Vicky","Call","AQ_25"
"GYB220130-4242-21130","US","aq-gyb-support-multiple-monthly"," Support Multiple Device Monthly Subscription","2022-01-30","2022-02-28","2022-01-30 03:09:00",NULL,NULL,1,"64.35","34.65",0,"99.00","0","0","false","false","Vicky","Call","AQ_9"
"GYB220130-4977-60113","AU","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-01-30","2022-02-28","2022-01-30 04:19:00",NULL,NULL,1,"49.48","49.48",0,"98.96","0","0","false","false","Megan","Chat","AQ_9"
"GYB220130-9233-77128","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-01-30",NULL,"2022-01-30 05:51:00",NULL,NULL,36,"684.00","0.00",0,"684.00","0","0","false","false","Vicky","Call","AQ_9"
"GYB220130-5570-61108","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-30","2022-01-31","2022-01-30 16:45:00","2022-01-31 04:14:00",NULL,12,"336.00","0.00",0,"336.00","336.00","0","false","true","n/a","n/a","n/a"
"GYB220130-5570-39129","UA","gotyourback-support-6-month-plan"," Support 6-month plan",NULL,NULL,"2022-01-30 16:51:00","2022-01-30 10:51:00",NULL,0,"199.00","19.95",0,"218.95","199.00","0","false","true","n/a","n/a","n/a"
"GYB220130-5179-82114","US","aq-gyb-support-multiple-monthly"," Support Multiple Device Monthly Subscription","2022-01-30","2022-03-28","2022-01-30 18:57:00","2022-03-28 01:03:00","2022-02-28 13:05:00",1,"64.35","34.65",1,"99.00","64.35","24.95","true","false","Jacob","Call","AQ_9"
"GYB220130-4242-61155","US","aq-gyb-support-3-month-plan-lo"," Support 3-month Plan","2022-01-30","2022-05-30","2022-01-30 20:33:00",NULL,"2022-04-30 11:05:00",1,"199.00","0.00",1,"199.00","0","19.95","false","false","Jacob","Call","AQ_1"
"GYB220130-1532-55139","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-01-30",NULL,"2022-01-30 22:22:00",NULL,NULL,36,"684.00","0.00",0,"684.00","0","0","false","false","Nick","Call","AQ_1"
"GYB220130-8017-82119","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-01-30","2022-03-04","2022-01-31 01:53:00",NULL,"2022-02-28 13:38:00",1,"49.50","49.50",1,"99.00","0","9.97","false","false","Jacob","Call","AQ_25"
"GYB220131-1532-96120","AU","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-01-31 03:37:00",NULL,NULL,0,"149.28","0.00",0,"149.28","0","0","false","false","Nick","Chat","AQ_7"
"GYB220131-9233-32125","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-01-31",NULL,"2022-01-31 05:51:00",NULL,NULL,36,"684.00","0.00",0,"684.00","0","0","false","false","Esmee","Call","AQ_9"
"GYB220131-5570-47128","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2022-01-31","2022-01-31 10:29:00","2022-01-31 03:36:00",NULL,12,"336.00","0.00",0,"336.00","336.00","0","false","true","n/a","n/a","n/a"
"GYB220131-5570-27160","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2022-01-31","2022-01-31 11:19:00","2022-01-31 04:23:00",NULL,12,"336.00","0.00",0,"336.00","336.00","0","false","true","n/a","n/a","n/a"
"GYB220131-5570-23200","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2022-01-31","2022-01-31 11:27:00","2022-01-31 04:29:00",NULL,12,"336.00","0.00",0,"336.00","336.00","0","false","true","n/a","n/a","n/a"
"GYB220131-5570-94231","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2022-01-31","2022-01-31 11:30:00","2022-01-31 04:33:00",NULL,12,"336.00","0.00",0,"336.00","336.00","0","false","true","n/a","n/a","n/a"
"GYB220131-5570-38250","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2022-01-31","2022-01-31 11:35:00","2022-01-31 04:37:00",NULL,12,"336.00","0.00",0,"336.00","336.00","0","false","true","n/a","n/a","n/a"
"GYB220131-5570-25301","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2022-01-31","2022-01-31 11:40:00","2022-01-31 04:42:00",NULL,12,"336.00","0.00",0,"336.00","336.00","0","false","true","n/a","n/a","n/a"
"GYB220131-5570-28333","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2022-01-31","2022-01-31 12:16:00","2022-01-31 05:17:00",NULL,12,"336.00","0.00",0,"336.00","336.00","0","false","true","n/a","n/a","n/a"
"GYB220131-5570-59368","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2023-01-26","2022-01-31 13:34:00",NULL,NULL,12,"336.00","0.00",0,"336.00","0","0","false","false","n/a","n/a","n/a"
"GYB220131-5570-18414","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2023-01-26","2022-01-31 13:43:00",NULL,NULL,12,"336.00","0.00",0,"336.00","0","0","false","false","n/a","n/a","n/a"
"GYB220131-5570-69446","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2023-01-26","2022-01-31 13:49:00",NULL,NULL,12,"336.00","0.00",0,"336.00","0","0","false","false","n/a","n/a","n/a"
"GYB220131-5570-86457","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2023-01-26","2022-01-31 16:01:00",NULL,NULL,12,"336.00","0.00",0,"336.00","0","0","false","false","n/a","n/a","n/a"
"GYB220131-5570-24501","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2023-01-26","2022-01-31 16:18:00",NULL,NULL,12,"336.00","0.00",0,"336.00","0","0","false","false","n/a","n/a","n/a"
"GYB220131-5570-37532","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31",NULL,"2022-01-31 16:25:00",NULL,NULL,12,"336.00","0.00",0,"336.00","0","0","false","false","n/a","n/a","n/a"
"GYB220131-5570-87556","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2023-01-26","2022-01-31 16:33:00",NULL,NULL,12,"336.00","0.00",0,"336.00","0","0","false","false","n/a","n/a","n/a"
"GYB220131-5570-52583","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2023-01-26","2022-01-31 16:41:00",NULL,NULL,12,"336.00","0.00",0,"336.00","0","0","false","false","n/a","n/a","n/a"
"GYB220131-5570-77615","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2023-01-26","2022-01-31 16:44:00",NULL,NULL,12,"336.00","0.00",0,"336.00","0","0","false","false","n/a","n/a","n/a"
"GYB220131-5570-49641","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2023-01-26","2022-01-31 16:52:00",NULL,NULL,12,"336.00","0.00",0,"336.00","0","0","false","false","n/a","n/a","n/a"
"GYB220131-5570-73666","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2023-01-26","2022-01-31 16:57:00",NULL,NULL,12,"336.00","0.00",0,"336.00","0","0","false","false","n/a","n/a","n/a"
"GYB220131-5570-94688","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2023-01-26","2022-01-31 17:00:00",NULL,NULL,12,"336.00","0.00",0,"336.00","0","0","false","false","n/a","n/a","n/a"
"GYB220131-5570-31724","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-01-31","2023-01-26","2022-01-31 17:54:00",NULL,NULL,12,"336.00","0.00",0,"336.00","0","0","false","false","n/a","n/a","n/a"
"GYB220131-5570-42756","UA","gotyourback-support-6-month-plan"," Support 6-month plan",NULL,NULL,"2022-01-31 18:50:00",NULL,NULL,0,"199.00","19.95",0,"218.95","0","0","false","false","n/a","n/a","n/a"
"GYB220131-4242-33114","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-01-31 22:20:00",NULL,NULL,0,"119.20","29.80",0,"149.00","0","0","false","false","n/a","n/a","n/a"
"GYB220131-4977-45114","US","gyb-support-24-month-plan-hi"," Support 24-month Plan","2022-01-31",NULL,"2022-01-31 22:53:00",NULL,NULL,24,"460.80","115.20",0,"576.00","0","0","false","false","Rodger","Call","BF.Upgrade"
"GYB220131-5570-44764","UA","gotyourback-support-12-month-plan"," Support 12-month plan",NULL,NULL,"2022-01-31 23:39:00",NULL,NULL,0,"299.00","19.95",0,"318.95","0","0","false","false","n/a","n/a","n/a"
"GYB220131-9233-33175","US","aq-gyb-support-6-month-plan-lo"," Support 6-month Plan","2022-01-31","2022-08-07","2022-02-01 00:36:00",NULL,NULL,1,"199.20","49.80",0,"249.00","0","0","false","false","Jacob","Call","AQ_25"
"GYB220131-3398-96108","CA","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-01-31",NULL,"2022-02-01 00:54:00",NULL,"2023-09-28 11:29:00",1,"432.23","0.00",9,"432.23","0","173.7","false","false","Vicky","Call","AQ_1"
"GYB220201-5570-22118","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-02-01",NULL,"2022-02-01 17:09:00",NULL,"2022-03-08 19:19:00",1,"336.00","0.00",2,"336.00","0","39.9","false","false","n/a","n/a","n/a"
"GYB220201-4242-44123","US","gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-01","2025-02-01","2022-02-01 23:14:00",NULL,NULL,36,"684.00","0.00",0,"684.00","0","0","false","false","Esmee","Call","BF.Upgrade"
"GYB220202-5179-53105","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-02 03:48:00",NULL,NULL,0,"119.20","29.80",0,"149.00","0","0","false","false","n/a","n/a","n/a"
"GYB220202-1532-21125","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-02","2023-02-09","2022-02-02 22:36:00",NULL,"2023-01-03 20:04:00",1,"49.50","49.50",11,"99.00","0","109.67","false","false","Vicky","Call","AQ_9"
"GYB220202-1532-71174","US","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-02","2023-02-02","2022-02-03 00:38:00",NULL,NULL,12,"432.00","0.00",0,"432.00","0","0","false","false","Megan","Chat","AQ_9"
"GYB220202-9233-91123","AU","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-02","2022-03-02","2022-02-03 02:45:00",NULL,NULL,1,"49.47","49.47",0,"98.94","0","0","false","false","Esmee","Call","AQ_7"
"GYB220202-3398-32117","US","aq-gyb-support-24-month-plan"," Support 24-month plan","2022-02-02","2024-02-02","2022-02-03 02:56:00",NULL,NULL,24,"432.00","0.00",0,"432.00","0","0","false","false","Rodger","Call","AQ.Upgrade"
"GYB220203-6501-77116","AU","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-03","2022-03-03","2022-02-03 03:37:00",NULL,NULL,1,"64.31","34.63",0,"98.94","0","0","false","false","Esmee","Call","AQ_7"
"GYB220203-9233-51120","GB","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-03 15:01:00",NULL,NULL,0,"149.31","0.00",0,"149.31","0","0","false","false","Biby","Chat","AQ_9"
"GYB220203-8017-20116","AU","gyb-support-12-month-plan"," Support 12-month plan","2022-02-03",NULL,"2022-02-03 20:43:00",NULL,"2023-10-03 11:04:00",1,"336.25","0.00",9,"336.25","0","168.08","false","false","Esmee","Call","AQ.Upgrade"
"GYB220203-6501-56143","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-03 21:32:00",NULL,NULL,0,"74.50","74.50",0,"149.00","0","0","false","false","Jacob","Call","AQ_9"
"GYB220203-4977-81116","US","gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-03",NULL,"2022-02-04 01:46:00",NULL,NULL,36,"478.80","205.20",0,"684.00","0","0","false","false","Rodger","Call","BF.Upgrade"
"GYB220203-6501-17170","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-04 02:35:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","Rinna","Chat","AQ_9"
"GYB220204-5179-79108","US","gyb-support-6-month-plan-lo"," Support 6-month Plan","2022-02-04","2022-11-02","2022-02-04 03:29:00",NULL,"2022-10-04 13:48:00",1,"211.65","37.35",3,"249.00","0","59.85","false","false","Rodger","From Support","BF.Upgrade"
"GYB220204-8017-76129","CA","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-04","2022-03-01","2022-02-04 03:59:00","2022-03-01 12:30:00",NULL,12,"432.28","0.00",0,"432.28","401.53","0","false","true","Rinna","Chat","AQ_9"
"GYB220204-6501-40120","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-04","2022-02-04","2022-02-04 04:27:00","2022-02-04 15:28:00",NULL,1,"49.50","49.50",0,"99.00","49.50","0","false","true","Rodger","Call","AQ_9"
"GYB220204-5179-13139","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-04","2022-04-04","2022-02-04 17:36:00",NULL,"2022-03-04 12:07:00",1,"99.00","0.00",1,"99.00","0","19.95","false","false","Jacob","Call","AQ_9"
"GYB220204-3398-78138","CA","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-04",NULL,"2022-02-04 19:50:00",NULL,NULL,36,"683.97","0.00",0,"683.97","0","0","false","false","Esmee","Call","AQ_1"
"GYB220204-3398-79166","US","aq-gyb-support-3-month-plan-lo"," Support 3-month Plan","2022-02-04","2023-01-10","2022-02-05 00:03:00",NULL,"2023-01-04 11:03:00",1,"199.00","0.00",9,"199.00","0","179.55","false","false","Esmee","Call","AQ_9"
"GYB220205-1532-89107","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-05","2022-12-15","2022-02-05 03:25:00",NULL,NULL,36,"513.00","171.00",0,"684.00","0","0","false","false","Megan","From Support","AQ.Upgrade"
"GYB220205-6501-14156","US","aq-gyb-support-3-month-plan-lo"," Support 3-month Plan","2022-02-05","2023-04-12","2022-02-05 06:00:00",NULL,"2023-03-05 14:20:00",1,"199.00","0.00",11,"199.00","0","219.45","false","false","Vicky","Call","AQ_9"
"GYB220205-6501-27168","US","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-05","2023-02-05","2022-02-05 15:21:00",NULL,NULL,12,"432.00","0.00",0,"432.00","0","0","false","false","n/a","n/a","n/a"
"GYB220205-1532-40144","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-05 19:10:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","Jacob","Call","AQ_9"
"GYB220205-9233-32114","US","aq-gyb-support-multiple-monthly"," Support Multiple Device Monthly Subscription","2022-02-05","2022-03-05","2022-02-06 01:16:00",NULL,NULL,1,"49.50","49.50",0,"99.00","0","0","false","false","Esmee","Call","AQ_9"
"GYB220205-4977-12146","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-05","2022-03-05","2022-02-06 02:37:00",NULL,NULL,1,"49.50","49.50",0,"99.00","0","0","false","false","Esmee","Call","AQ_9"
"GYB220206-8017-49132","AU","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-06","2022-02-23","2022-02-06 06:42:00","2022-02-23 19:54:00",NULL,36,"683.47","0.00",0,"683.47","480.66","0","false","true","Esmee","Call","AQ_7"
"GYB220206-9233-87112","CA","gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-06",NULL,"2022-02-06 17:42:00",NULL,NULL,36,"580.95","102.52",0,"683.47","0","0","false","false","Rodger","Call","BF.Upgrade"
"GYB220206-9233-36137","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-06",NULL,"2022-02-06 23:58:00","2022-04-29 09:17:00",NULL,36,"684.00","0.00",0,"684.00","535.00","0","false","true","Nick","Call","AQ_9"
"GYB220207-4977-14110","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-07","2022-03-07","2022-02-07 04:26:00",NULL,NULL,1,"49.50","49.50",0,"99.00","0","0","false","false","Jacob","Call","AQ_9"
"GYB220207-8017-38112","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-07","2022-03-07","2022-02-07 21:58:00",NULL,NULL,1,"49.50","49.50",0,"99.00","0","0","false","false","Esmee","Call","AQ_9"
"GYB220207-3398-46122","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-07",NULL,"2022-02-07 23:34:00",NULL,NULL,36,"684.00","0.00",0,"684.00","0","0","false","false","Jules","Chat","AQ_9"
"GYB220207-6501-53148","US","aq-gyb-support-multiple-monthly"," Support Multiple Device Monthly Subscription","2022-02-07",NULL,"2022-02-08 02:54:00",NULL,"2023-10-07 14:05:00",1,"99.00","0.00",20,"99.00","0","499","false","false","n/a","n/a","n/a"
"GYB220208-5179-48103","US","aq-gyb-support-3-month-plan-lo"," Support 3-month Plan","2022-02-08","2022-05-08","2022-02-08 10:20:00",NULL,NULL,3,"179.10","19.90",0,"199.00","0","0","false","false","Megan","Call","AQ_9"
"GYB220208-1532-60120","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-08","2022-03-08","2022-02-08 18:59:00",NULL,NULL,1,"64.35","34.65",0,"99.00","0","0","false","false","Esmee","Call","AQ_9"
"GYB220208-1532-96132","US","aq-gyb-support-6-month-plan-hi"," Support 6-month Plan","2022-02-08","2022-08-15","2022-02-08 20:26:00",NULL,NULL,1,"336.00","0.00",0,"336.00","0","0","false","false","Rinna","Chat","AQ_9"
"GYB220208-9233-27117","US","aq-gyb-support-3-month-plan-lo"," Support 3-month Plan","2022-02-08","2023-10-15","2022-02-08 20:33:00",NULL,"2023-09-10 16:32:00",1,"139.30","59.70",17,"199.00","0","339.15","false","false","Esmee","Call","AQ_9"
"GYB220208-4977-27132","US","aq-gyb-support-multiple-monthly"," Support Multiple Device Monthly Subscription","2022-02-08","2022-03-08","2022-02-08 21:25:00",NULL,NULL,1,"64.35","34.65",0,"99.00","0","0","false","false","Esmee","Call","AQ_25"
"GYB220208-5179-29145","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-08","2022-03-08","2022-02-08 22:22:00",NULL,NULL,1,"99.00","0.00",0,"99.00","0","0","false","false","Rinna","Chat","AQ_9"
"GYB220209-8017-14101","US","aq-gyb-support-6-month-plan-lo"," Support 6-month Plan","2022-02-09","2023-10-16","2022-02-09 04:19:00",NULL,"2023-09-09 11:19:00",1,"199.20","49.80",14,"249.00","0","279.3","false","false","Jules","Chat","AQ_9"
"GYB220209-9233-48119","US","gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-09",NULL,"2022-02-09 04:42:00",NULL,NULL,36,"478.80","205.20",0,"684.00","0","0","false","false","Rodger","From Support","BF.Upgrade"
"GYB220209-5179-18117","US","gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-09","2022-02-09","2022-02-09 04:59:00","2022-02-09 14:47:00",NULL,36,"684.00","0.00",0,"684.00","684.00","0","false","true","Rodger","From Support","BF.Upgrade"
"GYB220209-8017-43125","CA","aq-gyb-support-24-month-plan-hi"," Support 24-month Plan","2022-02-09","2022-03-14","2022-02-09 05:22:00","2022-03-14 12:05:00",NULL,24,"460.43","115.11",0,"575.54","428.67","0","true","false","Rodger","Call","AQ_9"
"GYB220209-6501-27122","CA","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-09 21:41:00",NULL,NULL,0,"111.74","37.25",0,"148.99","0","0","false","false","Megan","Chat","AQ_9"
"GYB220210-2756-95124","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-10","2025-02-10","2022-02-10 06:21:00",NULL,NULL,36,"684.00","0.00",0,"684.00","0","0","false","false","Nick","Call","AQ_9"
"GYB220210-2092-53113","AU","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-10 15:48:00",NULL,NULL,0,"149.11","0.00",0,"149.11","0","0","false","false","Biby","Chat","AQ_9"
"GYB220210-1833-24119","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-10 18:36:00",NULL,NULL,0,"74.50","74.50",0,"149.00","0","0","false","false","Esmee","Call","AQ_1"
"GYB220210-4943-65122","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-10 18:52:00",NULL,NULL,0,"119.20","29.80",0,"149.00","0","0","false","false","Olivia","Chat","AQ_9"
"GYB220210-1469-74113","US","aq-gyb-support-24-month-plan-hi"," Support 24-month Plan","2022-02-10","2022-05-12","2022-02-10 22:37:00",NULL,NULL,24,"460.80","115.20",0,"576.00","0","0","false","false","Olivia","Chat","AQ_9"
"GYB220210-3843-19147","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-10 23:05:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","Olivia","Chat","AQ_9"
"GYB220210-5240-20112","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-10 23:54:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","Esmee","Call","AQ_9"
"GYB220210-1469-55133","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-10","2023-07-10","2022-02-11 00:45:00",NULL,"2023-06-10 12:01:00",1,"64.35","34.65",16,"99.00","0","319.2","false","false","Vicky","Call","AQ_9"
"GYB220210-1230-62119","CA","aq-gyb-support-6-month-plan-hi"," Support 6-month Plan","2022-02-10","2022-08-10","2022-02-11 00:48:00",NULL,NULL,6,"268.95","67.24",0,"336.19","0","0","false","false","Jayce","Call","AQ_1"
"GYB220211-5240-78127","US","aq-gyb-support-24-month-plan-hi"," Support 24-month Plan","2022-02-11","2024-02-11","2022-02-11 03:01:00","2022-03-21 11:12:00",NULL,24,"576.00","0.00",0,"576.00","426.00","0","false","true","Megan","Chat","AQ_9"
"GYB220211-1469-20108","MT","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-11","2022-08-18","2022-02-11 03:34:00",NULL,"2022-07-11 12:49:00",1,"99.07","0.00",5,"99.07","0","95.53","false","false","Megan","Chat","AQ_9"
"GYB220211-1469-33138","AU","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-11",NULL,"2022-02-11 05:10:00",NULL,NULL,36,"683.91","0.00",0,"683.91","0","0","false","false","Vicky","Call","AQ_7"
"GYB220211-3843-60119","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-11","2022-03-11","2022-02-11 19:07:00",NULL,NULL,1,"74.25","24.75",0,"99.00","0","0","false","false","Jacob","Call","AQ_5"
"GYB220211-1469-65159","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-11","2022-03-05","2022-02-11 19:59:00","2022-03-04 20:01:00",NULL,36,"684.00","0.00",0,"684.00","684.00","0","true","false","Nick","Call","AQ_25"
"GYB220211-1469-74188","US","aq-gyb-support-3-month-plan-lo"," Support 3-month Plan","2022-02-11","2022-05-11","2022-02-11 20:09:00",NULL,NULL,3,"149.25","49.75",0,"199.00","0","0","false","false","Jacob","Call","AQ_9"
"GYB220211-3843-87152","US","aq-gyb-support-3-month-plan-lo"," Support 3-month Plan","2022-02-11","2022-05-03","2022-02-11 22:36:00",NULL,NULL,3,"159.20","39.80",0,"199.00","0","0","false","false","Rodger","Call","AQ_9"
