"reference_id","product_name","country","campaign_name","source","sales_agent_name","company_revenue","total_rebill_amount","number_of_rebills","returned_amount","discount_amount","total_amount","order_date_kyiv","order_date_utc","order_date_ny","return_date_kyiv","return_date_utc","return_date_ny","days_to_return"
"GYB220128-4977-22128"," Support Multiple Device Monthly Subscription","AU","AQ_7","Call","Rodger","508.22","409.04",17,"0","0.00","99.18","2022-01-28 07:03:00","2022-01-28 05:03:00","2022-01-28 00:03:00",NULL,NULL,NULL,NULL
"GYB220128-4977-22147"," Support 36-month Plan","GB","AQ_9","Chat","Megan","683.62","0",0,"0","0.00","683.62","2022-01-28 17:17:00","2022-01-28 15:17:00","2022-01-28 10:17:00",NULL,NULL,NULL,NULL
"GYB220128-5179-60121"," Support Single Device Monthly Subscription","US","AQ_9","Call","Esmee","49.50","0",0,"0","49.50","49.50","2022-01-28 16:55:00","2022-01-28 14:55:00","2022-01-28 09:55:00",NULL,NULL,NULL,NULL
"GYB220128-8017-69132"," Support 36-month Plan","US","AQ.Upgrade","Call","Jackie","581.40","0",0,"0","102.60","581.40","2022-01-28 23:29:00","2022-01-28 21:29:00","2022-01-28 16:29:00",NULL,NULL,NULL,NULL
"GYB220128-9233-66122"," Support Single Device Monthly Subscription","US","AQ_9","Chat","Rinna","99.00","0",0,"0","0.00","99.00","2022-01-29 01:47:00","2022-01-28 23:47:00","2022-01-28 18:47:00",NULL,NULL,NULL,NULL
"GYB220129-1532-19108"," Support One Time PC Support ","US","AQ_9","Chat","Biby","119.20","0",0,"0","29.80","119.20","2022-01-29 23:02:00","2022-01-29 21:02:00","2022-01-29 16:02:00",NULL,NULL,NULL,NULL
"GYB220129-3398-72196"," Support Multiple Device Monthly Subscription","US","AQ_25","Call","Vicky","79.20","0",0,"0","19.80","79.20","2022-01-30 00:05:00","2022-01-29 22:05:00","2022-01-29 17:05:00",NULL,NULL,NULL,NULL
"GYB220129-3398-77128"," Support One Time PC Support ","CA","AQ_1","Call","Jackie","74.42","0",0,"0","74.42","74.42","2022-01-29 03:58:00","2022-01-29 01:58:00","2022-01-28 20:58:00",NULL,NULL,NULL,NULL
"GYB220129-4242-71142"," Support Single Device Monthly Subscription","US","AQ_9","Call","Nick","99.00","0",0,"0","0.00","99.00","2022-01-29 20:59:00","2022-01-29 18:59:00","2022-01-29 13:59:00",NULL,NULL,NULL,NULL
"GYB220129-5179-98137"," Support 36-month Plan","US","AQ_9","Chat","Biby","684.00","0",0,"0","0.00","684.00","2022-01-29 17:57:00","2022-01-29 15:57:00","2022-01-29 10:57:00",NULL,NULL,NULL,NULL
"GYB220129-6501-56125"," Support 12-month Plan","US","AQ_9","Chat","Olivia","432.00","0",0,"0","0.00","432.00","2022-01-29 11:13:00","2022-01-29 09:13:00","2022-01-29 04:13:00",NULL,NULL,NULL,NULL
"GYB220129-8017-89112"," Support Single Device Monthly Subscription","US","AQ_25","Call","Esmee","99.00","0",0,"0","0.00","99.00","2022-01-29 20:07:00","2022-01-29 18:07:00","2022-01-29 13:07:00",NULL,NULL,NULL,NULL
"GYB220130-1532-55139"," Support 36-month Plan","US","AQ_1","Call","Nick","684.00","0",0,"0","0.00","684.00","2022-01-30 22:22:00","2022-01-30 20:22:00","2022-01-30 15:22:00",NULL,NULL,NULL,NULL
"GYB220130-4242-21130"," Support Multiple Device Monthly Subscription","US","AQ_9","Call","Vicky","64.35","0",0,"0","34.65","64.35","2022-01-30 03:09:00","2022-01-30 01:09:00","2022-01-29 20:09:00",NULL,NULL,NULL,NULL
"GYB220130-4242-61155"," Support 3-month Plan","US","AQ_1","Call","Jacob","218.95","19.95",1,"0","0.00","199.00","2022-01-30 20:33:00","2022-01-30 18:33:00","2022-01-30 13:33:00",NULL,NULL,NULL,NULL
"GYB220130-4977-60113"," Support Single Device Monthly Subscription","AU","AQ_9","Chat","Megan","49.48","0",0,"0","49.48","49.48","2022-01-30 04:19:00","2022-01-30 02:19:00","2022-01-29 21:19:00",NULL,NULL,NULL,NULL
"GYB220130-5179-82114"," Support Multiple Device Monthly Subscription","US","AQ_9","Call","Jacob","24.95","24.95",1,"64.35","34.65","64.35","2022-01-30 18:57:00","2022-01-30 16:57:00","2022-01-30 11:57:00","2022-03-28 01:03:00","2022-03-27 22:03:00","2022-03-27 18:03:00","56"
"GYB220130-5570-39129"," Support 6-month plan","UA","n/a","n/a","n/a","0.00","0",0,"199.00","19.95","199.00","2022-01-30 16:51:00","2022-01-30 14:51:00","2022-01-30 09:51:00","2022-01-30 10:51:00","2022-01-30 08:51:00","2022-01-30 03:51:00","0"
"GYB220130-5570-61108"," Support 12-month plan","UA","n/a","n/a","n/a","0.00","0",0,"336.00","0.00","336.00","2022-01-30 16:45:00","2022-01-30 14:45:00","2022-01-30 09:45:00","2022-01-31 04:14:00","2022-01-31 02:14:00","2022-01-30 21:14:00","0"
"GYB220130-8017-82119"," Support Single Device Monthly Subscription","US","AQ_25","Call","Jacob","59.47","9.97",1,"0","49.50","49.50","2022-01-31 01:53:00","2022-01-30 23:53:00","2022-01-30 18:53:00",NULL,NULL,NULL,NULL
"GYB220130-9233-77128"," Support 36-month Plan","US","AQ_9","Call","Vicky","684.00","0",0,"0","0.00","684.00","2022-01-30 05:51:00","2022-01-30 03:51:00","2022-01-29 22:51:00",NULL,NULL,NULL,NULL
"GYB220131-1532-96120"," Support One Time PC Support ","AU","AQ_7","Chat","Nick","149.28","0",0,"0","0.00","149.28","2022-01-31 03:37:00","2022-01-31 01:37:00","2022-01-30 20:37:00",NULL,NULL,NULL,NULL
"GYB220131-3398-96108"," Support 12-month Plan","CA","AQ_1","Call","Vicky","605.93","173.7",9,"0","0.00","432.23","2022-02-01 00:54:00","2022-01-31 22:54:00","2022-01-31 17:54:00",NULL,NULL,NULL,NULL
"GYB220131-4242-33114"," Support One Time PC Support ","US","n/a","n/a","n/a","119.20","0",0,"0","29.80","119.20","2022-01-31 22:20:00","2022-01-31 20:20:00","2022-01-31 15:20:00",NULL,NULL,NULL,NULL
"GYB220131-4977-45114"," Support 24-month Plan","US","BF.Upgrade","Call","Rodger","460.80","0",0,"0","115.20","460.80","2022-01-31 22:53:00","2022-01-31 20:53:00","2022-01-31 15:53:00",NULL,NULL,NULL,NULL
"GYB220131-5570-18414"," Support 12-month plan","UA","n/a","n/a","n/a","336.00","0",0,"0","0.00","336.00","2022-01-31 13:43:00","2022-01-31 11:43:00","2022-01-31 06:43:00",NULL,NULL,NULL,NULL
"GYB220131-5570-23200"," Support 12-month plan","UA","n/a","n/a","n/a","0.00","0",0,"336.00","0.00","336.00","2022-01-31 11:27:00","2022-01-31 09:27:00","2022-01-31 04:27:00","2022-01-31 04:29:00","2022-01-31 02:29:00","2022-01-30 21:29:00","0"
"GYB220131-5570-24501"," Support 12-month plan","UA","n/a","n/a","n/a","336.00","0",0,"0","0.00","336.00","2022-01-31 16:18:00","2022-01-31 14:18:00","2022-01-31 09:18:00",NULL,NULL,NULL,NULL
"GYB220131-5570-25301"," Support 12-month plan","UA","n/a","n/a","n/a","0.00","0",0,"336.00","0.00","336.00","2022-01-31 11:40:00","2022-01-31 09:40:00","2022-01-31 04:40:00","2022-01-31 04:42:00","2022-01-31 02:42:00","2022-01-30 21:42:00","0"
"GYB220131-5570-27160"," Support 12-month plan","UA","n/a","n/a","n/a","0.00","0",0,"336.00","0.00","336.00","2022-01-31 11:19:00","2022-01-31 09:19:00","2022-01-31 04:19:00","2022-01-31 04:23:00","2022-01-31 02:23:00","2022-01-30 21:23:00","0"
"GYB220131-5570-28333"," Support 12-month plan","UA","n/a","n/a","n/a","0.00","0",0,"336.00","0.00","336.00","2022-01-31 12:16:00","2022-01-31 10:16:00","2022-01-31 05:16:00","2022-01-31 05:17:00","2022-01-31 03:17:00","2022-01-30 22:17:00","0"
"GYB220131-5570-31724"," Support 12-month plan","UA","n/a","n/a","n/a","336.00","0",0,"0","0.00","336.00","2022-01-31 17:54:00","2022-01-31 15:54:00","2022-01-31 10:54:00",NULL,NULL,NULL,NULL
"GYB220131-5570-37532"," Support 12-month plan","UA","n/a","n/a","n/a","336.00","0",0,"0","0.00","336.00","2022-01-31 16:25:00","2022-01-31 14:25:00","2022-01-31 09:25:00",NULL,NULL,NULL,NULL
"GYB220131-5570-38250"," Support 12-month plan","UA","n/a","n/a","n/a","0.00","0",0,"336.00","0.00","336.00","2022-01-31 11:35:00","2022-01-31 09:35:00","2022-01-31 04:35:00","2022-01-31 04:37:00","2022-01-31 02:37:00","2022-01-30 21:37:00","0"
"GYB220131-5570-42756"," Support 6-month plan","UA","n/a","n/a","n/a","199.00","0",0,"0","19.95","199.00","2022-01-31 18:50:00","2022-01-31 16:50:00","2022-01-31 11:50:00",NULL,NULL,NULL,NULL
"GYB220131-5570-44764"," Support 12-month plan","UA","n/a","n/a","n/a","299.00","0",0,"0","19.95","299.00","2022-01-31 23:39:00","2022-01-31 21:39:00","2022-01-31 16:39:00",NULL,NULL,NULL,NULL
"GYB220131-5570-47128"," Support 12-month plan","UA","n/a","n/a","n/a","0.00","0",0,"336.00","0.00","336.00","2022-01-31 10:29:00","2022-01-31 08:29:00","2022-01-31 03:29:00","2022-01-31 03:36:00","2022-01-31 01:36:00","2022-01-30 20:36:00","0"
"GYB220131-5570-49641"," Support 12-month plan","UA","n/a","n/a","n/a","336.00","0",0,"0","0.00","336.00","2022-01-31 16:52:00","2022-01-31 14:52:00","2022-01-31 09:52:00",NULL,NULL,NULL,NULL
"GYB220131-5570-52583"," Support 12-month plan","UA","n/a","n/a","n/a","336.00","0",0,"0","0.00","336.00","2022-01-31 16:41:00","2022-01-31 14:41:00","2022-01-31 09:41:00",NULL,NULL,NULL,NULL
"GYB220131-5570-59368"," Support 12-month plan","UA","n/a","n/a","n/a","336.00","0",0,"0","0.00","336.00","2022-01-31 13:34:00","2022-01-31 11:34:00","2022-01-31 06:34:00",NULL,NULL,NULL,NULL
"GYB220131-5570-69446"," Support 12-month plan","UA","n/a","n/a","n/a","336.00","0",0,"0","0.00","336.00","2022-01-31 13:49:00","2022-01-31 11:49:00","2022-01-31 06:49:00",NULL,NULL,NULL,NULL
"GYB220131-5570-73666"," Support 12-month plan","UA","n/a","n/a","n/a","336.00","0",0,"0","0.00","336.00","2022-01-31 16:57:00","2022-01-31 14:57:00","2022-01-31 09:57:00",NULL,NULL,NULL,NULL
"GYB220131-5570-77615"," Support 12-month plan","UA","n/a","n/a","n/a","336.00","0",0,"0","0.00","336.00","2022-01-31 16:44:00","2022-01-31 14:44:00","2022-01-31 09:44:00",NULL,NULL,NULL,NULL
"GYB220131-5570-86457"," Support 12-month plan","UA","n/a","n/a","n/a","336.00","0",0,"0","0.00","336.00","2022-01-31 16:01:00","2022-01-31 14:01:00","2022-01-31 09:01:00",NULL,NULL,NULL,NULL
"GYB220131-5570-87556"," Support 12-month plan","UA","n/a","n/a","n/a","336.00","0",0,"0","0.00","336.00","2022-01-31 16:33:00","2022-01-31 14:33:00","2022-01-31 09:33:00",NULL,NULL,NULL,NULL
"GYB220131-5570-94231"," Support 12-month plan","UA","n/a","n/a","n/a","0.00","0",0,"336.00","0.00","336.00","2022-01-31 11:30:00","2022-01-31 09:30:00","2022-01-31 04:30:00","2022-01-31 04:33:00","2022-01-31 02:33:00","2022-01-30 21:33:00","0"
"GYB220131-5570-94688"," Support 12-month plan","UA","n/a","n/a","n/a","336.00","0",0,"0","0.00","336.00","2022-01-31 17:00:00","2022-01-31 15:00:00","2022-01-31 10:00:00",NULL,NULL,NULL,NULL
"GYB220131-9233-32125"," Support 36-month Plan","US","AQ_9","Call","Esmee","684.00","0",0,"0","0.00","684.00","2022-01-31 05:51:00","2022-01-31 03:51:00","2022-01-30 22:51:00",NULL,NULL,NULL,NULL
"GYB220131-9233-33175"," Support 6-month Plan","US","AQ_25","Call","Jacob","199.20","0",0,"0","49.80","199.20","2022-02-01 00:36:00","2022-01-31 22:36:00","2022-01-31 17:36:00",NULL,NULL,NULL,NULL
"GYB220201-4242-44123"," Support 36-month Plan","US","BF.Upgrade","Call","Esmee","684.00","0",0,"0","0.00","684.00","2022-02-01 23:14:00","2022-02-01 21:14:00","2022-02-01 16:14:00",NULL,NULL,NULL,NULL
"GYB220201-5570-22118"," Support 12-month plan","UA","n/a","n/a","n/a","375.90","39.9",2,"0","0.00","336.00","2022-02-01 17:09:00","2022-02-01 15:09:00","2022-02-01 10:09:00",NULL,NULL,NULL,NULL
"GYB220202-1532-21125"," Support Single Device Monthly Subscription","US","AQ_9","Call","Vicky","159.17","109.67",11,"0","49.50","49.50","2022-02-02 22:36:00","2022-02-02 20:36:00","2022-02-02 15:36:00",NULL,NULL,NULL,NULL
"GYB220202-1532-71174"," Support 12-month Plan","US","AQ_9","Chat","Megan","432.00","0",0,"0","0.00","432.00","2022-02-03 00:38:00","2022-02-02 22:38:00","2022-02-02 17:38:00",NULL,NULL,NULL,NULL
"GYB220202-3398-32117"," Support 24-month plan","US","AQ.Upgrade","Call","Rodger","432.00","0",0,"0","0.00","432.00","2022-02-03 02:56:00","2022-02-03 00:56:00","2022-02-02 19:56:00",NULL,NULL,NULL,NULL
"GYB220202-5179-53105"," Support One Time PC Support ","US","n/a","n/a","n/a","119.20","0",0,"0","29.80","119.20","2022-02-02 03:48:00","2022-02-02 01:48:00","2022-02-01 20:48:00",NULL,NULL,NULL,NULL
"GYB220202-9233-91123"," Support Single Device Monthly Subscription","AU","AQ_7","Call","Esmee","49.47","0",0,"0","49.47","49.47","2022-02-03 02:45:00","2022-02-03 00:45:00","2022-02-02 19:45:00",NULL,NULL,NULL,NULL
"GYB220203-4977-81116"," Support 36-month Plan","US","BF.Upgrade","Call","Rodger","478.80","0",0,"0","205.20","478.80","2022-02-04 01:46:00","2022-02-03 23:46:00","2022-02-03 18:46:00",NULL,NULL,NULL,NULL
"GYB220203-6501-17170"," Support One Time PC Support ","US","AQ_9","Chat","Rinna","149.00","0",0,"0","0.00","149.00","2022-02-04 02:35:00","2022-02-04 00:35:00","2022-02-03 19:35:00",NULL,NULL,NULL,NULL
"GYB220203-6501-56143"," Support One Time PC Support ","US","AQ_9","Call","Jacob","74.50","0",0,"0","74.50","74.50","2022-02-03 21:32:00","2022-02-03 19:32:00","2022-02-03 14:32:00",NULL,NULL,NULL,NULL
"GYB220203-6501-77116"," Support Single Device Monthly Subscription","AU","AQ_7","Call","Esmee","64.31","0",0,"0","34.63","64.31","2022-02-03 03:37:00","2022-02-03 01:37:00","2022-02-02 20:37:00",NULL,NULL,NULL,NULL
"GYB220203-8017-20116"," Support 12-month plan","AU","AQ.Upgrade","Call","Esmee","504.33","168.08",9,"0","0.00","336.25","2022-02-03 20:43:00","2022-02-03 18:43:00","2022-02-03 13:43:00",NULL,NULL,NULL,NULL
"GYB220203-9233-51120"," Support One Time PC Support ","GB","AQ_9","Chat","Biby","149.31","0",0,"0","0.00","149.31","2022-02-03 15:01:00","2022-02-03 13:01:00","2022-02-03 08:01:00",NULL,NULL,NULL,NULL
"GYB220204-3398-78138"," Support 36-month Plan","CA","AQ_1","Call","Esmee","683.97","0",0,"0","0.00","683.97","2022-02-04 19:50:00","2022-02-04 17:50:00","2022-02-04 12:50:00",NULL,NULL,NULL,NULL
"GYB220204-3398-79166"," Support 3-month Plan","US","AQ_9","Call","Esmee","378.55","179.55",9,"0","0.00","199.00","2022-02-05 00:03:00","2022-02-04 22:03:00","2022-02-04 17:03:00",NULL,NULL,NULL,NULL
"GYB220204-5179-13139"," Support Single Device Monthly Subscription","US","AQ_9","Call","Jacob","118.95","19.95",1,"0","0.00","99.00","2022-02-04 17:36:00","2022-02-04 15:36:00","2022-02-04 10:36:00",NULL,NULL,NULL,NULL
"GYB220204-5179-79108"," Support 6-month Plan","US","BF.Upgrade","From Support","Rodger","271.50","59.85",3,"0","37.35","211.65","2022-02-04 03:29:00","2022-02-04 01:29:00","2022-02-03 20:29:00",NULL,NULL,NULL,NULL
"GYB220204-6501-40120"," Support Single Device Monthly Subscription","US","AQ_9","Call","Rodger","0.00","0",0,"49.50","49.50","49.50","2022-02-04 04:27:00","2022-02-04 02:27:00","2022-02-03 21:27:00","2022-02-04 15:28:00","2022-02-04 13:28:00","2022-02-04 08:28:00","0"
"GYB220204-8017-76129"," Support 12-month Plan","CA","AQ_9","Chat","Rinna","30.75","0",0,"401.53","0.00","432.28","2022-02-04 03:59:00","2022-02-04 01:59:00","2022-02-03 20:59:00","2022-03-01 12:30:00","2022-03-01 10:30:00","2022-03-01 05:30:00","25"
"GYB220205-1532-40144"," Support One Time PC Support ","US","AQ_9","Call","Jacob","149.00","0",0,"0","0.00","149.00","2022-02-05 19:10:00","2022-02-05 17:10:00","2022-02-05 12:10:00",NULL,NULL,NULL,NULL
"GYB220205-1532-89107"," Support 36-month Plan","US","AQ.Upgrade","From Support","Megan","513.00","0",0,"0","171.00","513.00","2022-02-05 03:25:00","2022-02-05 01:25:00","2022-02-04 20:25:00",NULL,NULL,NULL,NULL
"GYB220205-4977-12146"," Support Single Device Monthly Subscription","US","AQ_9","Call","Esmee","49.50","0",0,"0","49.50","49.50","2022-02-06 02:37:00","2022-02-06 00:37:00","2022-02-05 19:37:00",NULL,NULL,NULL,NULL
"GYB220205-6501-14156"," Support 3-month Plan","US","AQ_9","Call","Vicky","418.45","219.45",11,"0","0.00","199.00","2022-02-05 06:00:00","2022-02-05 04:00:00","2022-02-04 23:00:00",NULL,NULL,NULL,NULL
"GYB220205-6501-27168"," Support 12-month Plan","US","n/a","n/a","n/a","432.00","0",0,"0","0.00","432.00","2022-02-05 15:21:00","2022-02-05 13:21:00","2022-02-05 08:21:00",NULL,NULL,NULL,NULL
"GYB220205-9233-32114"," Support Multiple Device Monthly Subscription","US","AQ_9","Call","Esmee","49.50","0",0,"0","49.50","49.50","2022-02-06 01:16:00","2022-02-05 23:16:00","2022-02-05 18:16:00",NULL,NULL,NULL,NULL
"GYB220206-8017-49132"," Support 36-month Plan","AU","AQ_7","Call","Esmee","202.81","0",0,"480.66","0.00","683.47","2022-02-06 06:42:00","2022-02-06 04:42:00","2022-02-05 23:42:00","2022-02-23 19:54:00","2022-02-23 17:54:00","2022-02-23 12:54:00","17"
"GYB220206-9233-36137"," Support 36-month Plan","US","AQ_9","Call","Nick","149.00","0",0,"535.00","0.00","684.00","2022-02-06 23:58:00","2022-02-06 21:58:00","2022-02-06 16:58:00","2022-04-29 09:17:00","2022-04-29 06:17:00","2022-04-29 02:17:00","81"
"GYB220206-9233-87112"," Support 36-month Plan","CA","BF.Upgrade","Call","Rodger","580.95","0",0,"0","102.52","580.95","2022-02-06 17:42:00","2022-02-06 15:42:00","2022-02-06 10:42:00",NULL,NULL,NULL,NULL
"GYB220207-3398-46122"," Support 36-month Plan","US","AQ_9","Chat","Jules","684.00","0",0,"0","0.00","684.00","2022-02-07 23:34:00","2022-02-07 21:34:00","2022-02-07 16:34:00",NULL,NULL,NULL,NULL
"GYB220207-4977-14110"," Support Single Device Monthly Subscription","US","AQ_9","Call","Jacob","49.50","0",0,"0","49.50","49.50","2022-02-07 04:26:00","2022-02-07 02:26:00","2022-02-06 21:26:00",NULL,NULL,NULL,NULL
"GYB220207-6501-53148"," Support Multiple Device Monthly Subscription","US","n/a","n/a","n/a","598.00","499",20,"0","0.00","99.00","2022-02-08 02:54:00","2022-02-08 00:54:00","2022-02-07 19:54:00",NULL,NULL,NULL,NULL
"GYB220207-8017-38112"," Support Single Device Monthly Subscription","US","AQ_9","Call","Esmee","49.50","0",0,"0","49.50","49.50","2022-02-07 21:58:00","2022-02-07 19:58:00","2022-02-07 14:58:00",NULL,NULL,NULL,NULL
"GYB220208-1532-60120"," Support Single Device Monthly Subscription","US","AQ_9","Call","Esmee","64.35","0",0,"0","34.65","64.35","2022-02-08 18:59:00","2022-02-08 16:59:00","2022-02-08 11:59:00",NULL,NULL,NULL,NULL
"GYB220208-1532-96132"," Support 6-month Plan","US","AQ_9","Chat","Rinna","336.00","0",0,"0","0.00","336.00","2022-02-08 20:26:00","2022-02-08 18:26:00","2022-02-08 13:26:00",NULL,NULL,NULL,NULL
"GYB220208-4977-27132"," Support Multiple Device Monthly Subscription","US","AQ_25","Call","Esmee","64.35","0",0,"0","34.65","64.35","2022-02-08 21:25:00","2022-02-08 19:25:00","2022-02-08 14:25:00",NULL,NULL,NULL,NULL
"GYB220208-5179-29145"," Support Single Device Monthly Subscription","US","AQ_9","Chat","Rinna","99.00","0",0,"0","0.00","99.00","2022-02-08 22:22:00","2022-02-08 20:22:00","2022-02-08 15:22:00",NULL,NULL,NULL,NULL
"GYB220208-5179-48103"," Support 3-month Plan","US","AQ_9","Call","Megan","179.10","0",0,"0","19.90","179.10","2022-02-08 10:20:00","2022-02-08 08:20:00","2022-02-08 03:20:00",NULL,NULL,NULL,NULL
"GYB220208-9233-27117"," Support 3-month Plan","US","AQ_9","Call","Esmee","478.45","339.15",17,"0","59.70","139.30","2022-02-08 20:33:00","2022-02-08 18:33:00","2022-02-08 13:33:00",NULL,NULL,NULL,NULL
"GYB220209-5179-18117"," Support 36-month Plan","US","BF.Upgrade","From Support","Rodger","0.00","0",0,"684.00","0.00","684.00","2022-02-09 04:59:00","2022-02-09 02:59:00","2022-02-08 21:59:00","2022-02-09 14:47:00","2022-02-09 12:47:00","2022-02-09 07:47:00","0"
"GYB220209-6501-27122"," Support One Time PC Support ","CA","AQ_9","Chat","Megan","111.74","0",0,"0","37.25","111.74","2022-02-09 21:41:00","2022-02-09 19:41:00","2022-02-09 14:41:00",NULL,NULL,NULL,NULL
"GYB220209-8017-14101"," Support 6-month Plan","US","AQ_9","Chat","Jules","478.50","279.3",14,"0","49.80","199.20","2022-02-09 04:19:00","2022-02-09 02:19:00","2022-02-08 21:19:00",NULL,NULL,NULL,NULL
"GYB220209-8017-43125"," Support 24-month Plan","CA","AQ_9","Call","Rodger","31.76","0",0,"428.67","115.11","460.43","2022-02-09 05:22:00","2022-02-09 03:22:00","2022-02-08 22:22:00","2022-03-14 12:05:00","2022-03-14 10:05:00","2022-03-14 06:05:00","33"
"GYB220209-9233-48119"," Support 36-month Plan","US","BF.Upgrade","From Support","Rodger","478.80","0",0,"0","205.20","478.80","2022-02-09 04:42:00","2022-02-09 02:42:00","2022-02-08 21:42:00",NULL,NULL,NULL,NULL
"GYB220210-1230-62119"," Support 6-month Plan","CA","AQ_1","Call","Jayce","268.95","0",0,"0","67.24","268.95","2022-02-11 00:48:00","2022-02-10 22:48:00","2022-02-10 17:48:00",NULL,NULL,NULL,NULL
"GYB220210-1469-55133"," Support Single Device Monthly Subscription","US","AQ_9","Call","Vicky","383.55","319.2",16,"0","34.65","64.35","2022-02-11 00:45:00","2022-02-10 22:45:00","2022-02-10 17:45:00",NULL,NULL,NULL,NULL
"GYB220210-1469-74113"," Support 24-month Plan","US","AQ_9","Chat","Olivia","460.80","0",0,"0","115.20","460.80","2022-02-10 22:37:00","2022-02-10 20:37:00","2022-02-10 15:37:00",NULL,NULL,NULL,NULL
"GYB220210-1833-24119"," Support One Time PC Support ","US","AQ_1","Call","Esmee","74.50","0",0,"0","74.50","74.50","2022-02-10 18:36:00","2022-02-10 16:36:00","2022-02-10 11:36:00",NULL,NULL,NULL,NULL
"GYB220210-2092-53113"," Support One Time PC Support ","AU","AQ_9","Chat","Biby","149.11","0",0,"0","0.00","149.11","2022-02-10 15:48:00","2022-02-10 13:48:00","2022-02-10 08:48:00",NULL,NULL,NULL,NULL
"GYB220210-2756-95124"," Support 36-month Plan","US","AQ_9","Call","Nick","684.00","0",0,"0","0.00","684.00","2022-02-10 06:21:00","2022-02-10 04:21:00","2022-02-09 23:21:00",NULL,NULL,NULL,NULL
"GYB220210-3843-19147"," Support One Time PC Support ","US","AQ_9","Chat","Olivia","149.00","0",0,"0","0.00","149.00","2022-02-10 23:05:00","2022-02-10 21:05:00","2022-02-10 16:05:00",NULL,NULL,NULL,NULL
"GYB220210-4943-65122"," Support One Time PC Support ","US","AQ_9","Chat","Olivia","119.20","0",0,"0","29.80","119.20","2022-02-10 18:52:00","2022-02-10 16:52:00","2022-02-10 11:52:00",NULL,NULL,NULL,NULL
"GYB220210-5240-20112"," Support One Time PC Support ","US","AQ_9","Call","Esmee","149.00","0",0,"0","0.00","149.00","2022-02-10 23:54:00","2022-02-10 21:54:00","2022-02-10 16:54:00",NULL,NULL,NULL,NULL
"GYB220211-1469-20108"," Support Single Device Monthly Subscription","MT","AQ_9","Chat","Megan","194.60","95.53",5,"0","0.00","99.07","2022-02-11 03:34:00","2022-02-11 01:34:00","2022-02-10 20:34:00",NULL,NULL,NULL,NULL
"GYB220211-1469-33138"," Support 36-month Plan","AU","AQ_7","Call","Vicky","683.91","0",0,"0","0.00","683.91","2022-02-11 05:10:00","2022-02-11 03:10:00","2022-02-10 22:10:00",NULL,NULL,NULL,NULL
"GYB220211-1469-65159"," Support 36-month Plan","US","AQ_25","Call","Nick","0.00","0",0,"684.00","0.00","684.00","2022-02-11 19:59:00","2022-02-11 17:59:00","2022-02-11 12:59:00","2022-03-04 20:01:00","2022-03-04 18:01:00","2022-03-04 13:01:00","21"
"GYB220211-1469-74188"," Support 3-month Plan","US","AQ_9","Call","Jacob","149.25","0",0,"0","49.75","149.25","2022-02-11 20:09:00","2022-02-11 18:09:00","2022-02-11 13:09:00",NULL,NULL,NULL,NULL
"GYB220211-1596-53140"," Support 24-month Plan","CA","AQ_1","Call","Esmee","576.00","0",0,"0","0.00","576.00","2022-02-12 02:27:00","2022-02-12 00:27:00","2022-02-11 19:27:00",NULL,NULL,NULL,NULL
"GYB220211-1596-92116"," Support One Time PC Support ","US","AQ_9","Chat","Biby","149.00","0",0,"0","0.00","149.00","2022-02-12 00:16:00","2022-02-11 22:16:00","2022-02-11 17:16:00",NULL,NULL,NULL,NULL
"GYB220211-3843-60119"," Support Single Device Monthly Subscription","US","AQ_5","Call","Jacob","74.25","0",0,"0","24.75","74.25","2022-02-11 19:07:00","2022-02-11 17:07:00","2022-02-11 12:07:00",NULL,NULL,NULL,NULL
"GYB220211-3843-87152"," Support 3-month Plan","US","AQ_9","Call","Rodger","159.20","0",0,"0","39.80","159.20","2022-02-11 22:36:00","2022-02-11 20:36:00","2022-02-11 15:36:00",NULL,NULL,NULL,NULL
"GYB220211-5240-78127"," Support 24-month Plan","US","AQ_9","Chat","Megan","150.00","0",0,"426.00","0.00","576.00","2022-02-11 03:01:00","2022-02-11 01:01:00","2022-02-10 20:01:00","2022-03-21 11:12:00","2022-03-21 09:12:00","2022-03-21 05:12:00","38"
"GYB220211-6036-80122"," Support 36-month Plan","US","AQ_1","Call","Esmee","581.40","0",0,"0","102.60","581.40","2022-02-12 00:20:00","2022-02-11 22:20:00","2022-02-11 17:20:00",NULL,NULL,NULL,NULL
"GYB220212-1230-50107"," Support Single Device Monthly Subscription","US","AQ_9","Call","Esmee","49.50","0",0,"0","49.50","49.50","2022-02-12 07:43:00","2022-02-12 05:43:00","2022-02-12 00:43:00",NULL,NULL,NULL,NULL
"GYB220212-1469-14155"," Support Single Device Monthly Subscription","US","AQ_1","Call","Jacob","74.25","0",0,"0","24.75","74.25","2022-02-13 01:04:00","2022-02-12 23:04:00","2022-02-12 18:04:00",NULL,NULL,NULL,NULL
"GYB220212-4018-20134"," Support Single Device Monthly Subscription","IL","AQ_9","Chat","Clary","99.00","0",0,"0","0.00","99.00","2022-02-12 17:48:00","2022-02-12 15:48:00","2022-02-12 10:48:00",NULL,NULL,NULL,NULL
"GYB220212-4018-47111"," Support 12-month Plan","US","AQ_9","Call","Rodger","302.40","0",0,"0","129.60","302.40","2022-02-12 03:45:00","2022-02-12 01:45:00","2022-02-11 20:45:00",NULL,NULL,NULL,NULL
